landing_site,fishing_date,fishing_ground,english_name,scientific_name,group,tl,fl,wt,area
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,3,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,58,3,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,3,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,3,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,55,3,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,54,3,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,59,3,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,58,3,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,3,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,62,4,Mainland
Feri,NA,Majomvi,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,58,3,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,76,12,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,82,16,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,77,13,Mainland
Feri,NA,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,69,12,Mainland
Feri,2024-08-13,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,69,12,Mainland
Feri,2024-08-13,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,83,14,Mainland
Feri,2024-08-13,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,76,13,Mainland
Feri,2024-08-13,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,15,Mainland
Feri,2024-08-13,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,78,13,Mainland
Feri,2024-08-13,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,86,15,Mainland
Feri,2024-08-13,Bohari,Bigeye Tuna,Thunnus obesus,Tuna,NA,88,17,Mainland
Feri,2024-08-17,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,75,14,Mainland
Feri,2024-08-17,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,68,12,Mainland
Feri,2024-08-17,Majomvi,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,13,Mainland
Feri,2024-08-21,Vyulu 2,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,56,3,Mainland
Feri,2024-08-21,Vyulu 2,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,3,Mainland
Feri,2024-08-21,Vyulu 2,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,58,3,Mainland
Feri,2024-08-21,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,13,Mainland
Feri,2024-08-21,Vyulu 2,Bigeye Tuna,Thunnus obesus,Tuna,NA,83,16,Mainland
Deep Sea,2024-08-21,Kijambani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,100,17.2,Mainland
Deep Sea,2024-08-21,Kijambani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,92,13.4,Mainland
Deep Sea,2024-08-21,Kijambani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,87,12.2,Mainland
Deep Sea,2024-08-27,Wamba,Yellowfin Tuna,Thunnus albacares,Tuna,NA,116,15.3,Mainland
Deep Sea,2024-08-27,Wamba,Yellowfin Tuna,Thunnus albacares,Tuna,NA,84,9.6,Mainland
Deep Sea,2024-08-27,Wamba,Yellowfin Tuna,Thunnus albacares,Tuna,NA,81,9.4,Mainland
Deep Sea,2024-08-27,Wamba,Yellowfin Tuna,Thunnus albacares,Tuna,NA,80,9.1,Mainland
Jimbiza,2024-08-20,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,110,20,Mainland
Jimbiza,2024-08-20,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,65,5,Mainland
Jimbiza,2024-08-20,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,65,4.8,Mainland
Jimbiza,2024-08-20,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,65,5,Mainland
Jimbiza,2024-08-20,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,65,5,Mainland
Jimbiza,2024-08-20,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,64,5,Mainland
Jimbiza,2024-08-20,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,64,4.5,Mainland
Jimbiza,2024-08-20,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,64,4.5,Mainland
Jimbiza,2024-08-20,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,66,5,Mainland
Jimbiza,2024-08-20,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,66,5,Mainland
Jimbiza,2024-08-20,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,59,4.2,Mainland
Jimbiza,2024-08-20,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,107,20,Mainland
Jimbiza,2024-08-20,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,64,5,Mainland
Jimbiza,2024-08-20,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,64,4.9,Mainland
Jimbiza,2024-08-20,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,64,4.8,Mainland
Jimbiza,2024-08-20,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,67,5,Mainland
Jimbiza,2024-08-27,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,66,5,Mainland
Jimbiza,2024-08-27,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,65,5,Mainland
Jimbiza,2024-08-27,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,65,5,Mainland
Jimbiza,2024-08-27,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,66,5.2,Mainland
Jimbiza,2024-08-27,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,66,5,Mainland
Jimbiza,2024-08-29,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,65,5,Mainland
Jimbiza,2024-08-27,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,150,46,Mainland
Nungwi,2024-07-22,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,65,5,Zanzibar
Nungwi,2024-07-22,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,65,5,Zanzibar
Nungwi,2024-07-22,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,66,5,Zanzibar
Nungwi,2024-07-22,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,68,5,Zanzibar
Nungwi,2024-07-22,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,60,5,Zanzibar
Nungwi,2024-07-22,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,60,5,Zanzibar
Nungwi,2024-07-22,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,65,5,Zanzibar
Nungwi,2024-07-22,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,60,5,Zanzibar
Nungwi,2024-07-25,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,65,5,Zanzibar
Nungwi,2024-07-25,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,65,7,Zanzibar
Nungwi,2024-07-25,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,68,7,Zanzibar
Nungwi,2024-07-25,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,68,7,Zanzibar
Nungwi,2024-07-25,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,70,7,Zanzibar
Nungwi,2024-07-28,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,95,25,Zanzibar
Nungwi,2024-07-28,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,105,25,Zanzibar
Nungwi,2024-07-28,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,100,25,Zanzibar
Nungwi,2024-07-28,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,111,25,Zanzibar
Deep Sea,2024-09-16,Nyuli,Yellowfin Tuna,Thunnus albacares,Tuna,NA,90,14.7,Mainland
Deep Sea,2024-09-16,Nyuli,Yellowfin Tuna,Thunnus albacares,Tuna,NA,99,13.6,Mainland
Deep Sea,2024-09-16,Nyuli,Yellowfin Tuna,Thunnus albacares,Tuna,NA,102,14.5,Mainland
Other,2024-08-26,EEZ,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,70,3,Mainland
Deep Sea,2024-08-26,Chundo Milangoni Kaskazini,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,76,4,Mainland
Wete,2024-08-26,Mnarani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,64,3,Zanzibar
Wete,2024-08-26,Mnarani,Bigeye Tuna,Thunnus obesus,Tuna,NA,68,4,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,17,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,17,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,87,17,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,89,17,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,97,18,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,98,18,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,99,18,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,95,18,Zanzibar
Jimbiza,2024-09-23,Lukila,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,57,3.5,Mainland
Jimbiza,2024-09-23,Lukila,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,62,4,Mainland
Jimbiza,2024-09-23,Lukila,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,4.2,Mainland
Jimbiza,2024-09-23,Lukila,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,4.3,Mainland
Jimbiza,2024-09-23,Lukila,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,64,4.5,Mainland
Jimbiza,2024-09-26,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,72,6,Mainland
Jimbiza,2024-09-26,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,70,6,Mainland
Jimbiza,2024-09-26,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,6.2,Mainland
Jimbiza,2024-09-26,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,72,6.2,Mainland
Jimbiza,2024-09-26,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,72,6.2,Mainland
Jimbiza,2024-09-26,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,68,5.6,Mainland
Deep Sea,2024-09-28,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,99,14,Mainland
Deep Sea,2024-09-28,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,91,12.8,Mainland
Deep Sea,2024-09-28,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,94,16.5,Mainland
Deep Sea,2024-09-28,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,90.5,12.7,Mainland
Deep Sea,2024-09-28,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,91,13.8,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,71,6,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7,Mainland
Wete,NA,Jambani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,109,21,Zanzibar
Deep Sea,2024-10-31,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,129,36,Mainland
Deep Sea,2024-10-31,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,130,41,Mainland
Deep Sea,2024-10-31,Mwamba Nyama,Yellowfin Tuna,Thunnus albacares,Tuna,NA,112,24,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,69,6,Mainland
Jimbiza,2024-10-13,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7,Mainland
Jimbiza,2024-10-20,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7,Mainland
Jimbiza,2024-10-20,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7.1,Mainland
Jimbiza,2024-10-20,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,70,6.5,Mainland
Jimbiza,2024-10-20,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,76,7.5,Mainland
Jimbiza,2024-10-20,Mawalani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7,Mainland
Deep Sea,NA,Mataani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,138,38,Mainland
Deep Sea,NA,Mataani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,142,44,Mainland
Deep Sea,NA,Mataani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,122,28,Mainland
Deep Sea,NA,Mataani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,129,34,Mainland
Deep Sea,NA,Mataani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,120,25,Mainland
Deep Sea,NA,Mataani,Yellowfin Tuna,Thunnus albacares,Tuna,NA,120,25,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,112,23,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,87,11,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,84,10,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,82,10,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,84,12,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,76,8,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7.2,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,75,7.8,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,83,10,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,76,7.6,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,75,7.6,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,74,7,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,83,12,Mainland
Jimbiza,NA,Lukila,Yellowfin Tuna,Thunnus albacares,Tuna,NA,64,6,Mainland
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,65,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,60,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,64,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,66,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,65,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,65,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,65,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,60,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,62,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,62,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,60,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,60,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,59,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,59,5,Zanzibar
Nungwi,NA,Milango ya Mwera,Bigeye Tuna,Thunnus obesus,Tuna,NA,58,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,62,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,62,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,58,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,58,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,57,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,57,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,61,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,66,4,Zanzibar
Nungwi,2024-08-13,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,5,Zanzibar
Nungwi,2024-08-13,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,64,5,Zanzibar
Nungwi,2024-08-13,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,64,5,Zanzibar
Nungwi,2024-08-13,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,5,Zanzibar
Nungwi,2024-08-13,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,63,5,Zanzibar
Nungwi,2024-08-13,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,62,5,Zanzibar
Nungwi,2024-08-13,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,62,5,Zanzibar
Nungwi,2024-08-13,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,66,5,Zanzibar
Nungwi,2024-08-13,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,66,5,Zanzibar
Nungwi,2024-08-17,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,59,4,Zanzibar
Nungwi,2024-08-17,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,59,4,Zanzibar
Nungwi,2024-08-17,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,60,4,Zanzibar
Nungwi,2024-08-17,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,60,4,Zanzibar
Nungwi,2024-08-17,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,60,4,Zanzibar
Nungwi,2024-08-17,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,59,4,Zanzibar
Nungwi,2024-08-17,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,61,4,Zanzibar
Nungwi,2024-08-17,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,61,4,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,96,12,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,93,12,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,93,15,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,93,12,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,69,6,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,69,6,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,67,6,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,66,6,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,68,6,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,68,6,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,97,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,98,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,70,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,94,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,82,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,96,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,66,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,68,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,74,9,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,98,19,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,98,19,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,94,19,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,71,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,80,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,71,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,79,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,96,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,96,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,99,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,97,18,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,67,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,66,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,67,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,69,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,69,5,Zanzibar
Nungwi,2024-09-19,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,5,Zanzibar
Nungwi,2024-09-19,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,67,5,Zanzibar
Nungwi,2024-09-19,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,60,5,Zanzibar
Nungwi,2024-09-19,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,63,5,Zanzibar
Nungwi,2024-09-19,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,65,5,Zanzibar
Nungwi,2024-09-19,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,64,5,Zanzibar
Nungwi,2024-09-19,Milango ya Pangani,Bigeye Tuna,Thunnus obesus,Tuna,NA,97,14,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,73,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,70,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,73,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,73,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,72,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,69,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,72,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,73,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,73,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,73,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,75,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,69,5,Zanzibar
Nungwi,NA,Milango ya Pangani,Skipjack Tuna,Katsuwonus pelamis,Tuna,NA,71,5,Zanzibar
