"ID","Action","Date","Time","Enumerator","Country","Water Body","Region","District","Date","Village","Landing site","Fishing Ground (Locality)","Number of Fishers","Craft Type","Gear Type","Type of Fish (Species)","Local Name","Code","TL(cm)","FL","Uzito Wa Samaki","Longitude","Latitude","Connected_form","Connected_form_data"
"2047063","","25-03-2025","01:08 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","Thunnus albacares","","YFT","104.5","99.1","15","39.2127","-6.66472","",""
"2047063","","25-03-2025","01:08 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-22","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","12","BT","LL","Thunnus albacares","","YFT","","","","39.2127","-6.66472","",""
"2047062","","25-03-2025","01:04 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-20","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","8","BT","LL","Thunnus albacares","","YFT","109.1","100.4","17","39.2127","-6.66472","",""
"2047062","","25-03-2025","01:04 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-20","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","8","BT","LL","Thunnus albacares","","YFT","124.1","119.4","24","39.2127","-6.66472","",""
"2047062","","25-03-2025","01:04 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-20","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","8","BT","LL","Thunnus albacares","","YFT","122.2","112.3","22","39.2127","-6.66472","",""
"2047062","","25-03-2025","01:04 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-20","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","8","BT","LL","Thunnus albacares","","YFT","138.5","128.7","20","39.2127","-6.66472","",""
"2047060","","25-03-2025","12:59 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-20","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","8","BT","LL","scomberomorus commerson","","COM","117.4","108.2","10","39.2127","-6.66472","",""
"2047060","","25-03-2025","12:59 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-20","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","8","BT","LL","scomberomorus commerson","","COM","102.5","95.1","6","39.2127","-6.66472","",""
"2047060","","25-03-2025","12:59 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-20","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","8","BT","LL","scomberomorus commerson","","COM","72.4","66.2","2","39.2127","-6.66472","",""
"2047060","","25-03-2025","12:59 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-20","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","8","BT","LL","scomberomorus commerson","","COM","87.1","78.5","4","39.2127","-6.66472","",""
"2047060","","25-03-2025","12:59 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-20","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","8","BT","LL","scomberomorus commerson","","COM","105.5","96.6","6","39.2127","-6.66472","",""
"2047060","","25-03-2025","12:59 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-20","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","8","BT","LL","scomberomorus commerson","","COM","","","","39.2127","-6.66472","",""
"2045737","","19-03-2025","11:21 AM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-17","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","4","BT","LL","Thunnus albacares","","YFT","105.5","95.8","14","39.212685","-6.6647183333","",""
"2045719","","19-03-2025","11:15 AM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-17","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","4","BT","LL","scomberomorus commerson","","COM","114.3","106","9","39.212685","-6.6647183333","",""
"2045710","","19-03-2025","11:11 AM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-15","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","5","BT","LL","Thunnus albacares","","YFT","118.2","106.5","22","39.212685","-6.6647183333","",""
"2045710","","19-03-2025","11:11 AM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-15","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","5","BT","LL","Thunnus albacares","","YFT","121.5","113.5","21","39.212685","-6.6647183333","",""
"2045709","","19-03-2025","11:07 AM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","9","BT","LL","Thunnus albacares","","YFT","116.5","105.4","23","39.212685","-6.6647183333","",""
"2045709","","19-03-2025","11:07 AM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","9","BT","LL","Thunnus albacares","","YFT","118.2","109.1","21","39.212685","-6.6647183333","",""
"2045709","","19-03-2025","11:07 AM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","9","BT","LL","Thunnus albacares","","YFT","138.2","129.6","35","39.212685","-6.6647183333","",""
"2045709","","19-03-2025","11:07 AM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","9","BT","LL","Thunnus albacares","","YFT","116.1","109.9","20","39.212685","-6.6647183333","",""
"2045709","","19-03-2025","11:07 AM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","9","BT","LL","Thunnus albacares","","YFT","133.9","123.6","31","39.212685","-6.6647183333","",""
"2045709","","19-03-2025","11:07 AM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","9","BT","LL","Thunnus albacares","","YFT","","","","39.212685","-6.6647183333","",""
"2045574","","18-03-2025","12:11 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","7","BT","LL","scomberomorus commerson","","COM","107.8","100","7","39.212678915","-6.6647344782","",""
"2045574","","18-03-2025","12:11 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","7","BT","LL","scomberomorus commerson","","COM","103.1","95.9","6","39.212678915","-6.6647344782","",""
"2045574","","18-03-2025","12:11 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","7","BT","LL","scomberomorus commerson","","COM","103.1","94.9","6","39.212678915","-6.6647344782","",""
"2045574","","18-03-2025","12:11 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","7","BT","LL","scomberomorus commerson","","COM","108.1","101.9","7","39.212678915","-6.6647344782","",""
"2045574","","18-03-2025","12:11 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","7","BT","LL","scomberomorus commerson","","COM","120.2","111.1","10","39.212678915","-6.6647344782","",""
"2045574","","18-03-2025","12:11 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","7","BT","LL","scomberomorus commerson","","COM","94.5","85.4","5","39.212678915","-6.6647344782","",""
"2045574","","18-03-2025","12:11 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","7","BT","LL","scomberomorus commerson","","COM","110.8","103.3","8","39.212678915","-6.6647344782","",""
"2045574","","18-03-2025","12:11 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","7","BT","LL","scomberomorus commerson","","COM","107.5","101.1","1611","39.212678915","-6.6647344782","",""
"2045574","","18-03-2025","12:11 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","7","BT","LL","scomberomorus commerson","","COM","110.3","105.8","19","39.212678915","-6.6647344782","",""
"2045574","","18-03-2025","12:11 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","7","BT","LL","scomberomorus commerson","","COM","119.4","109.4","21","39.212678915","-6.6647344782","",""
"2045574","","18-03-2025","12:11 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","7","BT","LL","scomberomorus commerson","","COM","119.4","110.2","21.5","39.212678915","-6.6647344782","",""
"2045574","","18-03-2025","12:11 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","7","BT","LL","scomberomorus commerson","","COM","119.3","111.2","21","39.212678915","-6.6647344782","",""
"2045574","","18-03-2025","12:11 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-08","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","7","BT","LL","scomberomorus commerson","","COM","99","87.2","4","39.212678915","-6.6647344782","",""
"2043697","","06-03-2025","12:29 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-03","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","Thunnus albacares","","YFT","112.2","102.4","16","","","",""
"2043696","","06-03-2025","12:25 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-03","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","scomberomorus commerson","","COM","85.2","78.1","3.5","","","",""
"2043696","","06-03-2025","12:25 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-03","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","scomberomorus commerson","","COM","88.2","77.1","4","","","",""
"2043695","","06-03-2025","12:21 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-01","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","6","BT","LL","scomberomorus commerson","","COM","96.6","90.2","5.4","","","",""
"2043695","","06-03-2025","12:21 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-01","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","6","BT","LL","scomberomorus commerson","","COM","100.5","91","5.1","","","",""
"2043695","","06-03-2025","12:21 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-01","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","6","BT","LL","scomberomorus commerson","","COM","87.7","78","3.5","","","",""
"2043695","","06-03-2025","12:21 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-01","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","6","BT","LL","scomberomorus commerson","","COM","87.5","78","3.5","","","",""
"2043695","","06-03-2025","12:21 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-01","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","6","BT","LL","scomberomorus commerson","","COM","87.5","78","3.5","","","",""
"2043695","","06-03-2025","12:21 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-01","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","6","BT","LL","scomberomorus commerson","","COM","83.1","76","3","","","",""
"2043695","","06-03-2025","12:21 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-01","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","6","BT","LL","scomberomorus commerson","","COM","80.5","73.2","3","","","",""
"2043695","","06-03-2025","12:21 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-01","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","6","BT","LL","scomberomorus commerson","","COM","80.3","73.1","2.5","","","",""
"2039304","","14-02-2025","11:12 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-09","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","HL","Thunnus albacares","","YFT","95.7","88.4","11","39.2127884","-6.6647898","",""
"2039304","","14-02-2025","11:12 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-09","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","HL","Thunnus albacares","","YFT","124.1","112.6","23","39.2127884","-6.6647898","",""
"2039304","","14-02-2025","11:12 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-09","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","HL","Thunnus albacares","","YFT","123.8","117.5","24","39.2127884","-6.6647898","",""
"2039304","","14-02-2025","11:12 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-09","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","HL","Thunnus albacares","","YFT","138.1","128.2","34","39.2127884","-6.6647898","",""
"2039304","","14-02-2025","11:12 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-09","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","HL","Thunnus albacares","","YFT","110.6","101.6","20.5","39.2127884","-6.6647898","",""
"2039304","","14-02-2025","11:12 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-09","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","HL","Thunnus albacares","","YFT","125.2","120.3","26.5","39.2127884","-6.6647898","",""
"2039304","","14-02-2025","11:12 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-09","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","HL","Thunnus albacares","","YFT","90.1","84.6","10","39.2127884","-6.6647898","",""
"2039303","","14-02-2025","11:05 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","24","BT","GN","Sphyraena barracuda","","GBA","109.3","102.1","5","39.2127884","-6.6647898","",""
"2039302","","14-02-2025","11:04 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","24","BT","GN","scomberomorus commerson","","COM","104.2","94.2","7","39.2127884","-6.6647898","",""
"2039302","","14-02-2025","11:04 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","24","BT","GN","scomberomorus commerson","","COM","106.2","99.2","7","39.2127884","-6.6647898","",""
"2039302","","14-02-2025","11:04 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","24","BT","GN","scomberomorus commerson","","COM","111.0","103.1","7.5","39.2127884","-6.6647898","",""
"2039302","","14-02-2025","11:04 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-09","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","24","BT","GN","scomberomorus commerson","","COM","131.1","123.1","12.5","39.2127884","-6.6647898","",""
"2039301","","14-02-2025","11:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-07","Kunduchi Pwani","Kunduchi Pwani","KARAGE","25","BT","GN","scomberomorus commerson","","COM","117.3","109.9","10","39.2127884","-6.6647898","",""
"2039301","","14-02-2025","11:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-07","Kunduchi Pwani","Kunduchi Pwani","KARAGE","25","BT","GN","scomberomorus commerson","","COM","95.5","87.6","5","39.2127884","-6.6647898","",""
"2039301","","14-02-2025","11:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-07","Kunduchi Pwani","Kunduchi Pwani","KARAGE","25","BT","GN","scomberomorus commerson","","COM","97.2","86.6","5","39.2127884","-6.6647898","",""
"2039301","","14-02-2025","11:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-07","Kunduchi Pwani","Kunduchi Pwani","KARAGE","25","BT","GN","scomberomorus commerson","","COM","80.9","74.5","2.8","39.2127884","-6.6647898","",""
"2039301","","14-02-2025","11:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-07","Kunduchi Pwani","Kunduchi Pwani","KARAGE","25","BT","GN","scomberomorus commerson","","COM","80.8","74.0","3","39.2127884","-6.6647898","",""
"2039301","","14-02-2025","11:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-07","Kunduchi Pwani","Kunduchi Pwani","KARAGE","25","BT","GN","scomberomorus commerson","","COM","84.3","72.6","2.5","39.2127884","-6.6647898","",""
"2039300","","14-02-2025","10:54 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-07","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","HL","Sphyraena barracuda","","GBA","148.1","141.0","11","39.2127884","-6.6647898","",""
"2039299","","14-02-2025","10:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-07","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","HL","Thunnus albacares","","YFT","117.5","109.5","19","39.2127884","-6.6647898","",""
"2039299","","14-02-2025","10:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-07","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","HL","Thunnus albacares","","YFT","120.9","113.8","25","39.2127884","-6.6647898","",""
"2039299","","14-02-2025","10:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-07","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","HL","Thunnus albacares","","YFT","126.6","119.2","27","39.2127884","-6.6647898","",""
"2039299","","14-02-2025","10:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-07","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","HL","Thunnus albacares","","YFT","109.2","102.2","18","39.2127884","-6.6647898","",""
"2039299","","14-02-2025","10:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-07","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","HL","Thunnus albacares","","YFT","119.3","115.3","24","39.2127884","-6.6647898","",""
"2039299","","14-02-2025","10:52 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-07","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","HL","Thunnus albacares","","YFT","115.5","107.2","22","39.2127884","-6.6647898","",""
"2039298","","14-02-2025","10:45 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-11","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","22","BT","GN","scomberomorus commerson","","COM","115.5","106.0","8.5","39.2127884","-6.6647898","",""
"2039298","","14-02-2025","10:45 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-11","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","22","BT","GN","scomberomorus commerson","","COM","78.5","72.0","3.5","39.2127884","-6.6647898","",""
"2039298","","14-02-2025","10:45 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-11","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","22","BT","GN","scomberomorus commerson","","COM","79.5","72.1","3","39.2127884","-6.6647898","",""
"2039298","","14-02-2025","10:45 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-11","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","22","BT","GN","scomberomorus commerson","","COM","92.3","85.6","4","39.2127884","-6.6647898","",""
"2039298","","14-02-2025","10:45 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-11","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","22","BT","GN","scomberomorus commerson","","COM","79.4","71.7","3","39.2127884","-6.6647898","",""
"2039298","","14-02-2025","10:45 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-11","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","22","BT","GN","scomberomorus commerson","","COM","87.2","77.4","3.5","39.2127884","-6.6647898","",""
"2039298","","14-02-2025","10:45 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-11","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","22","BT","GN","scomberomorus commerson","","COM","90.4","81.4","4","39.2127884","-6.6647898","",""
"2039298","","14-02-2025","10:45 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-11","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","22","BT","GN","scomberomorus commerson","","COM","107.6","99.8","7","39.2127884","-6.6647898","",""
"2038987","","13-02-2025","11:14 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-04","Kunduchi Pwani","Kunduchi Pwani","KARAGE","20","BT","GN","scomberomorus commerson","","COM","82.2","79.1","4","39.2128","-6.6647934","",""
"2038987","","13-02-2025","11:14 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-04","Kunduchi Pwani","Kunduchi Pwani","KARAGE","20","BT","GN","scomberomorus commerson","","COM","93.7","84.9","4","39.2128","-6.6647934","",""
"2038987","","13-02-2025","11:14 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-04","Kunduchi Pwani","Kunduchi Pwani","KARAGE","20","BT","GN","scomberomorus commerson","","COM","74.3","69.8","2","39.2128","-6.6647934","",""
"2038987","","13-02-2025","11:14 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-04","Kunduchi Pwani","Kunduchi Pwani","KARAGE","20","BT","GN","scomberomorus commerson","","COM","101.1","90.8","6","39.2128","-6.6647934","",""
"2038986","","13-02-2025","11:11 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-04","Kunduchi Pwani","Kunduchi Pwani","KARAGE","20","BT","GN","Thunnus albacares","","YFT","106.1","102.2","12","39.2128","-6.6647934","",""
"2038986","","13-02-2025","11:11 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-04","Kunduchi Pwani","Kunduchi Pwani","KARAGE","20","BT","GN","Thunnus albacares","","YFT","120.1","114.0","23","39.2128","-6.6647934","",""
"2038986","","13-02-2025","11:11 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-04","Kunduchi Pwani","Kunduchi Pwani","KARAGE","20","BT","GN","Thunnus albacares","","YFT","121.1","118.5","27","39.2128","-6.6647934","",""
"2038985","","13-02-2025","11:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-04","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","40","BT","RN","Thunnus albacares","","YFT","121.3","114.0","30","39.2128068","-6.6647927","",""
"2038985","","13-02-2025","11:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-04","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","40","BT","RN","Thunnus albacares","","YFT","99.6","95.4","14","39.2128068","-6.6647927","",""
"2038985","","13-02-2025","11:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-04","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","40","BT","RN","Thunnus albacares","","YFT","129.6","119.2","30","39.2128068","-6.6647927","",""
"2038985","","13-02-2025","11:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-04","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","40","BT","RN","Thunnus albacares","","YFT","128.6","117.2","28","39.2128068","-6.6647927","",""
"2038985","","13-02-2025","11:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-04","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","40","BT","RN","Thunnus albacares","","YFT","165.0","140.8","33","39.2128068","-6.6647927","",""
"2038985","","13-02-2025","11:00 AM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-01-04","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","40","BT","RN","Thunnus albacares","","YFT","113.8","102.3","10","39.2128068","-6.6647927","",""
"2021929","","16-10-2024","12:48 PM","Joyce Raphael","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-10-16","Kunduchi Pwani","Kunduchi Pwani","KARANGE","5","BT","LL","Thunnus albacares","","YFT","122.4","117.1","28","","","",""
"2021922","","16-10-2024","12:41 PM","Joyce Raphael","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-10-16","Kunduchi Pwani","Kunduchi Pwani","","5","BT","LL","scomberomorus commerson","","COM","103.4","95.5","5.5","","","",""
"2021922","","16-10-2024","12:41 PM","Joyce Raphael","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-10-16","Kunduchi Pwani","Kunduchi Pwani","","5","BT","LL","scomberomorus commerson","","COM","","","","","","",""
"2021921","","16-10-2024","12:39 PM","Joyce Raphael","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-10-16","Kunduchi Pwani","Kunduchi Pwani","KARANGE","5","BT","LL","Sphyraena barracuda","","GBA","79.1","73.5","3","","","",""
"2021921","","16-10-2024","12:39 PM","Joyce Raphael","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-10-16","Kunduchi Pwani","Kunduchi Pwani","KARANGE","5","BT","LL","Sphyraena barracuda","","GBA","104.1","98.5","4","","","",""
